id,registration_type,industry,transaction_type,amount,ledger_balance,available_balance,date,difference,churn
48413,Enterprise,Fashion & Beauty,credit,500.0,0.0,0.0,2022-09-27,96,0
48415,Limited Liability,Digital Services,credit,12000.0,0.0,0.0,2022-10-26,67,0
48459,Enterprise,Fashion & Beauty,credit,2060.0,0.0,0.0,2022-09-27,95,0
48544,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-10-02,61,0
48548,Enterprise,Electronics,credit,2.0,0.0,0.0,2022-10-02,61,0
48551,Enterprise,Furniture,credit,2.0,0.0,0.0,2022-10-02,61,0
48556,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-10-02,61,0
48559,Enterprise,General Services,credit,2.0,0.0,0.0,2022-10-02,61,0
48615,Enterprise,Others,credit,2.0,0.0,0.0,2022-10-12,61,0
48634,Enterprise,Construction,credit,2080.0,0.0,0.0,2022-09-27,96,0
48679,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-09-27,92,0
48699,Enterprise,Fashion & Beauty,credit,500.0,0.0,0.0,2022-09-27,95,0
48723,Enterprise,Fashion & Beauty,credit,3000.0,0.0,0.0,2022-10-27,65,0
48727,Enterprise,Furniture,credit,1000.0,0.0,0.0,2022-11-20,3,0
48737,Enterprise,Furniture,credit,10.75,0.0,0.0,2022-09-27,17,0
48751,Limited Liability,Digital Services,credit,53.75,0.0,0.0,2022-09-27,22,0
48760,Enterprise,Others,credit,10.0,0.0,0.0,2022-09-27,96,0
48768,Sole Proprietorship,Hospitals & Health,credit,26.88,0.0,0.0,2022-09-29,5,0
48769,Enterprise,Household items,credit,7.0,0.0,0.0,2022-10-27,61,0
48771,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-09-29,9,0
48779,Enterprise,Auto Parts,credit,3000.0,0.0,0.0,2022-10-27,65,0
48786,Enterprise,Fashion & Beauty,credit,3000.0,0.0,0.0,2022-10-27,65,0
48843,Sole Proprietorship,Hospitals & Health,credit,10.75,0.0,0.0,2022-10-28,1,0
48893,Enterprise,General Services,credit,10.75,0.0,0.0,2022-10-13,20,0
48898,Partnership,Restaurant and Food,credit,10.75,0.0,0.0,2022-11-23,12,0
48964,Enterprise,Leisure & Entertainment,credit,3000.0,0.0,0.0,2022-10-26,66,0
48980,Limited Liability,Fashion & Beauty,credit,10.75,0.0,0.0,2022-09-29,1,0
49005,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-10-12,61,0
49035,Sole Proprietorship,Technology,credit,1.0,0.0,0.0,2022-09-29,61,0
49048,Sole Proprietorship,Construction,credit,10.75,0.0,0.0,2022-10-03,18,0
49118,Partnership,Construction,credit,1.0,0.0,0.0,2022-10-21,12,0
49192,Enterprise,Digital Services,credit,3000.0,0.0,0.0,2022-10-26,66,0
49199,Partnership,Restaurant and Food,credit,10.75,0.0,0.0,2022-10-08,9,0
49201,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-10-13,61,0
49202,Enterprise,Digital Services,credit,3.0,0.0,0.0,2022-10-13,61,0
49217,Enterprise,General Services,credit,50.0,0.0,0.0,2022-10-18,75,0
49235,Enterprise,Construction,credit,2.0,0.0,0.0,2022-10-07,18,0
49237,Enterprise,Auto Parts,credit,10.75,0.0,0.0,2022-10-10,29,0
49250,Enterprise,General Services,credit,5.0,0.0,0.0,2022-10-08,21,0
49255,Partnership,Digital Services,credit,26.0,0.0,0.0,2022-11-21,5,0
49270,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-10-17,61,0
49277,Enterprise,Logistics,credit,1.0,0.0,0.0,2022-10-11,31,0
49290,Enterprise,Leisure & Entertainment,credit,3.0,0.0,0.0,2022-10-17,61,0
49302,Limited Liability,Others,credit,0.0,0.0,0.0,2022-11-15,18,0
49314,Limited Liability,Digital Services,credit,53.75,0.0,0.0,2022-10-07,1,0
49316,Sole Proprietorship,Construction,credit,2.0,0.0,0.0,2022-10-07,61,0
49319,Enterprise,General Services,credit,1300.0,0.0,0.0,2022-10-10,83,0
49321,Sole Proprietorship,Press & Media,credit,10.75,0.0,0.0,2022-11-24,1,0
49325,Enterprise,Technology,credit,500.0,0.0,0.0,2022-10-07,86,0
49338,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-10-13,80,0
49365,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-10-31,31,0
49384,Sole Proprietorship,Leisure & Entertainment,credit,1.0,0.0,0.0,2022-10-07,61,0
49388,Limited Liability,E-Commerce,credit,500.0,0.0,0.0,2022-12-07,25,0
49393,Limited Liability,Logistics,credit,100.0,0.0,0.0,2022-10-18,66,0
49395,Enterprise,Others,credit,26.88,0.0,0.0,2022-10-23,61,0
49410,Enterprise,General Services,credit,0.99,0.0,0.0,2022-11-09,31,0
49431,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-11-14,7,0
49448,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-10-20,61,0
49477,Sole Proprietorship,Others,credit,10.75,-585.08,-585.08,2022-10-12,1,0
49485,Enterprise,Others,credit,500.0,0.0,0.0,2022-10-16,77,0
49504,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-10-17,3,0
49511,Enterprise,Digital Services,credit,10.75,0.0,0.0,2022-12-03,2,0
49524,Limited Liability,Logistics,credit,10.0,0.0,0.0,2022-10-25,12,0
49531,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-10-13,72,0
49550,Enterprise,Digital Services,credit,0.99,0.0,0.0,2022-10-19,74,0
49563,Enterprise,Others,credit,1.99,-7476.27,-7476.27,2022-10-19,4,0
49578,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-11-08,10,0
49579,Enterprise,Food & Beverage,credit,5.0,0.0,0.0,2022-10-13,61,0
49588,Limited Liability,Financial Services,credit,1000.0,0.0,0.0,2022-10-17,76,0
49607,Enterprise,Fashion & Beauty,credit,1.99,0.0,0.0,2022-10-19,61,0
49619,Enterprise,Electronics,credit,4.0,0.0,0.0,2022-10-21,31,0
49629,Sole Proprietorship,Food & Beverage,credit,10.75,0.0,0.0,2022-11-26,5,0
49651,Limited Liability,Technology,credit,0.0,0.0,0.0,2022-11-06,3,0
49670,Enterprise,Others,credit,4.0,0.0,0.0,2022-10-17,61,0
49695,Limited Liability,Digital Services,credit,53.75,0.0,0.0,2022-10-18,11,0
49696,Sole Proprietorship,Food & Beverage,credit,10.75,0.0,0.0,2022-11-23,1,0
49714,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-11-03,31,0
49750,Enterprise,Digital Services,credit,1.99,0.0,0.0,2022-10-19,66,0
49784,Sole Proprietorship,Others,credit,10.75,0.0,0.0,2022-10-25,5,0
49805,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-11-03,31,0
49812,Enterprise,General Services,credit,10.75,0.0,0.0,2022-11-07,47,0
49815,Enterprise,Construction,credit,2400.0,0.0,0.0,2022-11-03,57,0
49832,Enterprise,Fashion & Beauty,credit,3000.0,0.0,0.0,2022-10-26,66,0
49837,Enterprise,Construction,credit,18000.0,0.0,0.0,2022-10-26,66,0
49842,Enterprise,General Services,credit,1.0,0.0,0.0,2022-10-19,61,0
49878,Enterprise,Others,credit,0.99,0.0,0.0,2022-11-08,54,0
49880,Sole Proprietorship,Others,credit,10.75,0.0,0.0,2022-11-03,31,0
49944,Limited Liability,Schools,credit,5.0,0.0,0.0,2022-11-05,10,0
49950,Limited Liability,E-Commerce,credit,12000.0,0.0,0.0,2022-10-25,12,0
49957,Enterprise,Agriculture,credit,2.0,0.0,0.0,2022-10-27,61,0
49989,Enterprise,Religious Organizations,credit,3000.0,0.0,0.0,2022-10-27,65,0
49994,Sole Proprietorship,General Services,credit,53.75,0.0,0.0,2022-10-24,4,0
50020,Sole Proprietorship,Fashion & Beauty,credit,0.01,0.0,0.0,2022-10-26,4,0
50028,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-10-31,16,0
50071,Enterprise,Fashion & Beauty,credit,3000.0,0.0,0.0,2022-10-26,66,0
50110,Enterprise,Schools,credit,3000.0,0.0,0.0,2022-10-27,65,0
50130,Enterprise,Financial Services,credit,2500.0,0.0,0.0,2022-10-27,65,0
50135,Enterprise,Restaurant and Food,credit,0.01,0.0,0.0,2022-12-01,19,0
50146,Sole Proprietorship,Digital Services,credit,10.75,0.0,0.0,2022-11-24,3,0
50177,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-10-27,16,0
50198,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-11-02,20,0
50220,Enterprise,Digital Services,credit,150.0,0.0,0.0,2022-10-30,63,0
50239,Enterprise,Construction,credit,2.0,0.0,0.0,2022-10-31,61,0
50279,Limited Liability,Digital Services,credit,53.75,0.0,0.0,2022-11-01,10,0
50292,Limited Liability,Financial Services,credit,541.75,0.0,0.0,2022-11-15,12,0
50311,Enterprise,Construction,credit,9.0,0.0,0.0,2022-11-02,31,0
50321,Enterprise,Fashion & Beauty,credit,10.0,0.0,0.0,2022-10-31,62,0
50357,Enterprise,Press & Media,credit,10.75,0.0,0.0,2022-10-31,26,0
50369,Sole Proprietorship,Travel & Hospitality,credit,26.88,0.0,0.0,2022-11-15,26,0
50377,Enterprise,Agriculture,credit,1000.0,0.0,0.0,2022-11-08,54,0
50385,Sole Proprietorship,Fashion & Beauty,credit,0.0,0.0,0.0,2022-12-19,3,0
50389,Enterprise,Construction,credit,10.75,0.0,0.0,2022-11-01,7,0
50392,Enterprise,Digital Services,credit,4.0,0.0,0.0,2022-11-02,31,0
50394,Enterprise,Technology,credit,7000.0,0.0,0.0,2022-11-10,18,0
50396,Sole Proprietorship,Others,credit,10.75,0.0,0.0,2022-11-03,14,0
50400,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-12-09,2,0
50401,Sole Proprietorship,Digital Services,credit,12000.0,0.0,0.0,2022-11-03,59,0
50405,Partnership,Others,credit,12000.0,0.0,0.0,2022-11-16,11,0
50436,Enterprise,NGOs,credit,32000.0,0.0,0.0,2022-11-10,52,0
50437,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-11-03,59,0
50466,Sole Proprietorship,Others,credit,10.75,0.0,0.0,2022-11-10,2,0
50472,Enterprise,Fashion & Beauty,credit,1000.0,0.0,0.0,2022-11-21,6,0
50473,Partnership,Food & Beverage,credit,53.75,0.0,0.0,2022-11-12,1,0
50485,Enterprise,Technology,credit,10.0,0.0,0.0,2022-11-21,31,0
50502,Enterprise,Leisure & Entertainment,credit,10.75,0.0,0.0,2022-12-07,1,0
50521,Enterprise,General Services,credit,26.88,0.0,0.0,2022-11-23,22,0
50526,Sole Proprietorship,Technology,credit,10.75,0.0,0.0,2022-11-08,2,0
50532,Enterprise,General Services,credit,9.95,0.0,0.0,2022-11-24,4,0
50551,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-11-27,5,0
50564,Enterprise,General Services,credit,100.0,0.0,0.0,2022-11-23,28,0
50577,Enterprise,Food & Beverage,credit,0.01,0.0,0.0,2022-11-23,30,0
50580,Sole Proprietorship,Construction,credit,26.88,0.0,0.0,2022-11-09,15,0
50581,Limited Liability,Travel & Hospitality,credit,10.75,-500.6,-500.6,2022-11-21,10,0
50609,Limited Liability,Technology,credit,1000.0,0.0,0.0,2022-11-10,52,0
50644,Limited Liability,Digital Services,credit,53.75,0.0,0.0,2022-11-14,28,0
50650,Enterprise,Financial Services,credit,0.01,-838.28,-838.28,2022-11-14,1,0
50664,Enterprise,General Services,credit,1.0,0.0,0.0,2022-11-14,31,0
50671,Enterprise,Food & Beverage,credit,10.75,0.0,0.0,2022-11-15,31,0
50674,Enterprise,General Services,credit,1000.0,0.0,0.0,2022-11-18,44,0
50680,Limited Liability,Leisure & Entertainment,credit,26.88,0.0,0.0,2022-11-14,19,0
50726,Limited Liability,Digital Services,credit,12000.0,0.0,0.0,2022-11-15,47,0
50781,Limited Liability,Digital Services,credit,26.88,0.0,0.0,2022-11-15,10,0
50789,Limited Liability,E-Commerce,credit,12000.0,0.0,0.0,2022-11-29,33,0
50793,Limited Liability,Logistics,credit,53.75,0.0,0.0,2022-12-08,9,0
50805,Enterprise,Electronics,credit,9.95,0.0,0.0,2022-12-09,8,0
50812,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-11-22,5,0
50845,Enterprise,Electronics,credit,0.57,0.0,0.0,2022-11-21,37,0
50890,Limited Liability,E-Commerce,credit,26.88,0.0,0.0,2022-12-02,4,0
50898,Enterprise,Logistics,credit,2500.0,0.0,0.0,2022-11-25,37,0
50945,Limited Liability,Others,credit,12000.0,0.0,0.0,2022-12-03,19,0
50971,Limited Liability,Press & Media,credit,12000.0,0.0,0.0,2022-12-02,30,0
50990,Enterprise,General Services,credit,10.75,0.0,0.0,2022-11-25,11,0
50992,Enterprise,Electronics,credit,10.75,0.0,0.0,2022-11-29,2,0
51011,Sole Proprietorship,Others,credit,1.0,0.0,0.0,2022-11-25,8,0
51016,Enterprise,Household items,credit,2500.0,0.0,0.0,2022-11-25,37,0
51022,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-11-25,31,0
51036,Enterprise,Digital Services,credit,0.99,-889.06,-889.06,2022-11-30,1,0
51049,Enterprise,General Services,credit,10.75,0.0,0.0,2022-11-25,31,0
51101,Enterprise,Fashion & Beauty,credit,0.1,0.0,0.0,2022-11-29,1,0
51106,Enterprise,Digital Services,credit,0.01,0.0,0.0,2022-12-13,1,0
51107,Enterprise,General Services,credit,10.75,0.0,0.0,2022-12-02,1,0
51131,Limited Liability,Financial Services,credit,0.0,0.0,0.0,2022-12-12,1,0
51145,Limited Liability,Others,credit,12000.0,0.0,0.0,2022-12-08,24,0
51148,Enterprise,General Services,credit,100.0,0.0,0.0,2022-12-01,31,0
51184,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-12-05,9,0
51193,Partnership,General Services,credit,1000.0,0.0,0.0,2022-12-12,20,0
51227,Enterprise,Electronics,credit,0.99,0.0,0.0,2022-12-05,24,0
51240,Enterprise,Electronics,credit,0.01,0.0,0.0,2022-12-01,1,0
51242,Sole Proprietorship,Digital Services,credit,50.0,0.0,0.0,2022-12-07,23,0
51260,Limited Liability,Press & Media,credit,26.88,0.0,0.0,2022-12-08,6,0
51275,Sole Proprietorship,Fashion & Beauty,credit,0.0,0.0,0.0,2022-12-02,8,0
51292,Limited Liability,E-Commerce,credit,10.75,0.0,0.0,2022-12-07,9,0
51306,Enterprise,Fashion & Beauty,credit,100.0,0.0,0.0,2022-12-10,22,0
51311,Unregistered Business,Digital Services,credit,100.0,0.0,0.0,2022-12-07,15,0
51331,Enterprise,Agriculture,credit,0.01,0.0,0.0,2022-12-06,1,0
51333,Sole Proprietorship,Fashion & Beauty,credit,200.0,0.0,0.0,2022-12-06,26,0
51356,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-12-07,5,0
51367,Enterprise,Agriculture,credit,0.01,0.0,0.0,2022-12-14,2,0
51370,Sole Proprietorship,Leisure & Entertainment,credit,16000.0,0.0,0.0,2022-12-23,3,0
51445,Enterprise,Technology,credit,2000.0,0.0,0.0,2022-12-12,20,0
51448,Enterprise,Fashion & Beauty,credit,2000.0,0.0,0.0,2022-12-13,19,0
51451,Enterprise,Food & Beverage,credit,2200.0,0.0,0.0,2022-12-17,15,0
51473,Enterprise,Leisure & Entertainment,credit,2050.0,0.0,0.0,2022-12-19,13,0
